Station,Date(NZST),Time(NZST),Dir(DegT),Speed(m/s),Dir StdDev,Spd StdDev,Period(Hrs),Freq
42975,1/01/2020,0:00,199,1.9,86.6,1.4,1.0,H
42975,1/01/2020,1:00,282,3.1,20.8,1.3,1.0,H
42975,1/01/2020,2:00,107,3.1,54.4,1.5,1.0,H
42975,1/01/2020,3:00,344,4.0,48.7,1.3,1.0,H
42975,1/01/2020,4:00,288,3.9,74.1,2.3,1.0,H
42975,1/01/2020,5:00,346,5.6,64.3,3.5,1.0,H
42975,1/01/2020,6:00,321,8.0,15.6,2.7,1.0,H
42975,1/01/2020,7:00,325,3.6,22,1.4,1.0,H
42975,1/01/2020,8:00,30,3.1,51.3,1.4,1.0,H
42975,1/01/2020,9:00,50,2.7,48.5,1.2,1.0,H
42975,1/01/2020,10:00,288,3.0,63,2.3,1.0,H
42975,1/01/2020,11:00,233,2.7,32.5,1,1.0,H
42975,1/01/2020,12:00,229,4.5,12.8,1.5,1.0,H
42975,1/01/2020,13:00,225,5.0,12.2,1.6,1.0,H
42975,1/01/2020,14:00,247,2.8,32.9,1,1.0,H
42975,1/01/2020,15:00,240,2.2,18.3,0.5,1.0,H
42975,1/01/2020,16:00,243,2.3,14,0.4,1.0,H
42975,1/01/2020,17:00,246,1.7,9.6,0.4,1.0,H
42975,1/01/2020,18:00,230,1.6,13.7,0.4,1.0,H
42975,1/01/2020,19:00,236,1.8,12.9,0.5,1.0,H
42975,1/01/2020,20:00,244,0.8,19.9,0.4,1.0,H
42975,1/01/2020,21:00,119,2.1,44.4,0.9,1.0,H
42975,1/01/2020,22:00,114,1.6,18.1,0.9,1.0,H
42975,1/01/2020,23:00,164,1.0,27.1,0.6,1.0,H
42975,2/01/2020,0:00,134,1.3,81.5,0.6,1.0,H
42975,2/01/2020,1:00,225,1.7,63.4,0.8,1.0,H
42975,2/01/2020,2:00,178,2.0,26.6,0.8,1.0,H
42975,2/01/2020,3:00,224,1.2,30.8,0.4,1.0,H
42975,2/01/2020,4:00,174,1.3,28.4,0.6,1.0,H
42975,2/01/2020,5:00,146,0.9,32.1,0.5,1.0,H
42975,2/01/2020,6:00,67,1.0,44.2,0.5,1.0,H
42975,2/01/2020,7:00,339,1.2,20.6,0.5,1.0,H
42975,2/01/2020,8:00,35,1.8,32.8,0.6,1.0,H
42975,2/01/2020,9:00,43,1.1,51.4,0.5,1.0,H
42975,2/01/2020,10:00,25,1.1,93.8,0.6,1.0,H
42975,2/01/2020,11:00,188,1.2,33.2,0.5,1.0,H
42975,2/01/2020,12:00,207,1.4,48.6,0.6,1.0,H
42975,2/01/2020,13:00,221,1.8,39.2,0.9,1.0,H
42975,2/01/2020,14:00,211,2.4,19,0.7,1.0,H
42975,2/01/2020,15:00,246,3.3,21.9,0.9,1.0,H
42975,2/01/2020,16:00,236,3.9,19.4,1,1.0,H
42975,2/01/2020,17:00,239,4.3,16.6,1,1.0,H
42975,2/01/2020,18:00,246,5.6,10.3,1,1.0,H
42975,2/01/2020,19:00,236,4.9,10.9,1.1,1.0,H
42975,2/01/2020,20:00,243,3.7,10.5,1,1.0,H
42975,2/01/2020,21:00,249,2.2,38.6,1,1.0,H
42975,2/01/2020,22:00,236,1.1,23.3,0.3,1.0,H
42975,2/01/2020,23:00,355,0.9,48.6,0.5,1.0,H
42975,3/01/2020,0:00,115,0.9,94.5,0.6,1.0,H
42975,3/01/2020,1:00,243,3.6,12.8,2.1,1.0,H
42975,3/01/2020,2:00,265,6.9,9.4,1.4,1.0,H
42975,3/01/2020,3:00,265,4.9,10.7,1.3,1.0,H
42975,3/01/2020,4:00,256,4.4,11,1.3,1.0,H
42975,3/01/2020,5:00,255,7.0,9.8,1.5,1.0,H
42975,3/01/2020,6:00,257,6.0,11.6,1.3,1.0,H
42975,3/01/2020,7:00,260,6.8,10.1,1.9,1.0,H
42975,3/01/2020,8:00,260,6.8,11.9,1.9,1.0,H
42975,3/01/2020,9:00,266,6.3,12.9,2,1.0,H
42975,3/01/2020,10:00,272,7.4,13,2.3,1.0,H
42975,3/01/2020,11:00,266,8.2,12.7,1.9,1.0,H
42975,3/01/2020,12:00,268,7.9,13.5,1.9,1.0,H
42975,3/01/2020,13:00,271,7.3,11.9,1.7,1.0,H
42975,3/01/2020,14:00,260,7.1,11.5,1.7,1.0,H
42975,3/01/2020,15:00,274,6.0,15.1,1.7,1.0,H
42975,3/01/2020,16:00,260,7.3,12.4,1.6,1.0,H
42975,3/01/2020,17:00,258,9.1,20,3.2,1.0,H
42975,3/01/2020,18:00,268,9.1,12.7,2.1,1.0,H
42975,3/01/2020,19:00,262,7.0,10.7,1.5,1.0,H
42975,3/01/2020,20:00,256,7.7,11.4,2.2,1.0,H
42975,3/01/2020,21:00,264,7.5,12.2,1.8,1.0,H
42975,3/01/2020,22:00,255,6.2,10.6,1.4,1.0,H
42975,3/01/2020,23:00,268,6.0,12.2,1.5,1.0,H
42975,4/01/2020,0:00,276,5.5,12,1.6,1.0,H
42975,4/01/2020,1:00,266,5.6,11,1.2,1.0,H
42975,4/01/2020,2:00,262,6.4,10.8,1.6,1.0,H
42975,4/01/2020,3:00,266,6.5,10.5,1.6,1.0,H
42975,4/01/2020,4:00,274,5.5,12.3,1.4,1.0,H
42975,4/01/2020,5:00,267,5.8,10.8,1.5,1.0,H
42975,4/01/2020,6:00,268,5.5,10.6,1.4,1.0,H
42975,4/01/2020,7:00,269,6.9,11.5,1.4,1.0,H
42975,4/01/2020,8:00,272,7.4,11.2,2,1.0,H
42975,4/01/2020,9:00,273,7.8,11.2,1.7,1.0,H
42975,4/01/2020,10:00,270,7.7,10.1,1.7,1.0,H
42975,4/01/2020,11:00,271,9.1,11.9,1.9,1.0,H
42975,4/01/2020,12:00,264,10.2,9.4,1.8,1.0,H
42975,4/01/2020,13:00,275,7.9,11.6,1.8,1.0,H
42975,4/01/2020,14:00,263,9.2,10.5,1.7,1.0,H
42975,4/01/2020,15:00,265,8.3,11.8,1.8,1.0,H
42975,4/01/2020,16:00,260,8.5,9.8,2,1.0,H
42975,4/01/2020,17:00,260,7.2,11.2,1.5,1.0,H
42975,4/01/2020,18:00,252,7.1,10.2,1.4,1.0,H
42975,4/01/2020,19:00,252,6.0,10.7,1.2,1.0,H
42975,4/01/2020,20:00,250,4.5,10.5,1.2,1.0,H
42975,4/01/2020,21:00,260,2.8,17.6,1,1.0,H
42975,4/01/2020,22:00,294,1.8,21.6,0.7,1.0,H
42975,4/01/2020,23:00,325,1.5,55.9,0.6,1.0,H
42975,5/01/2020,0:00,347,1.5,33.1,0.4,1.0,H
42975,5/01/2020,1:00,63,1.3,42.9,0.3,1.0,H
42975,5/01/2020,2:00,91,2.9,10.2,0.8,1.0,H
42975,5/01/2020,3:00,87,3.9,12.5,0.7,1.0,H
42975,5/01/2020,4:00,87,3.0,11.4,0.6,1.0,H
42975,5/01/2020,5:00,78,3.2,8.9,0.8,1.0,H
42975,5/01/2020,6:00,78,3.2,17.7,1,1.0,H
42975,5/01/2020,7:00,80,4.4,26.8,1.3,1.0,H
42975,5/01/2020,8:00,55,3.2,33.8,0.9,1.0,H
42975,5/01/2020,9:00,16,4.6,50.6,1.9,1.0,H
42975,5/01/2020,10:00,267,6.3,36.7,2,1.0,H
42975,5/01/2020,11:00,239,6.9,11.3,1.7,1.0,H
42975,5/01/2020,12:00,248,9.3,11.3,1.9,1.0,H
42975,5/01/2020,13:00,254,11.5,12.3,2.3,1.0,H
42975,5/01/2020,14:00,247,12.2,10.5,2.5,1.0,H
42975,5/01/2020,15:00,246,11.1,11.1,2.2,1.0,H
42975,5/01/2020,16:00,246,10.8,13.2,2.3,1.0,H
42975,5/01/2020,17:00,245,10.6,11,2.1,1.0,H
42975,5/01/2020,18:00,253,9.4,11,2.2,1.0,H
42975,5/01/2020,19:00,259,8.3,13.1,2,1.0,H
42975,5/01/2020,20:00,264,7.0,14.2,2.1,1.0,H
42975,5/01/2020,21:00,282,5.1,10.4,1.2,1.0,H
42975,5/01/2020,22:00,283,5.0,15.4,1.5,1.0,H
42975,5/01/2020,23:00,288,5.0,12.7,1.5,1.0,H
42975,6/01/2020,0:00,304,3.3,22,1.1,1.0,H
42975,6/01/2020,1:00,305,3.8,20.4,1.7,1.0,H
42975,6/01/2020,2:00,327,3.6,27.6,1.2,1.0,H
42975,6/01/2020,3:00,318,3.9,18.8,1.4,1.0,H
42975,6/01/2020,4:00,306,4.1,13.7,1.3,1.0,H
42975,6/01/2020,5:00,303,6.0,10.9,2,1.0,H
42975,6/01/2020,6:00,291,7.5,14.2,1.9,1.0,H
42975,6/01/2020,7:00,288,7.2,12.4,1.9,1.0,H
42975,6/01/2020,8:00,278,7.7,13.1,2.3,1.0,H
42975,6/01/2020,9:00,274,8.9,13.1,2.5,1.0,H
42975,6/01/2020,10:00,277,7.4,13.4,1.7,1.0,H
42975,6/01/2020,11:00,273,10.4,12.5,2.3,1.0,H
42975,6/01/2020,12:00,281,10.6,11.8,2.6,1.0,H
42975,6/01/2020,13:00,279,11.9,11.6,2.7,1.0,H
42975,6/01/2020,14:00,282,11.2,11,2.5,1.0,H
42975,6/01/2020,15:00,274,10.0,13.4,2.2,1.0,H
42975,6/01/2020,16:00,276,9.6,12,2.3,1.0,H
42975,6/01/2020,17:00,272,10.2,12.1,2.2,1.0,H
42975,6/01/2020,18:00,268,10.3,11.3,2.2,1.0,H
42975,6/01/2020,19:00,268,10.9,10.2,2.2,1.0,H
42975,6/01/2020,20:00,269,10.2,11.1,2.2,1.0,H
42975,6/01/2020,21:00,264,10.5,11.4,2.2,1.0,H
42975,6/01/2020,22:00,269,10.6,12.1,2.1,1.0,H
42975,6/01/2020,23:00,276,9.4,10.2,2.1,1.0,H
42975,7/01/2020,0:00,272,8.7,11.1,1.8,1.0,H
42975,7/01/2020,1:00,264,9.0,10.5,1.7,1.0,H
42975,7/01/2020,2:00,257,6.8,13.5,1.6,1.0,H
42975,7/01/2020,3:00,260,5.1,9.8,1.5,1.0,H
42975,7/01/2020,4:00,270,5.0,11,1,1.0,H
42975,7/01/2020,5:00,269,4.7,12,1,1.0,H
42975,7/01/2020,6:00,266,4.8,11.5,1.1,1.0,H
42975,7/01/2020,7:00,262,4.7,11.2,0.9,1.0,H
42975,7/01/2020,8:00,265,4.8,11,1,1.0,H
42975,7/01/2020,9:00,268,4.7,11.4,0.9,1.0,H
42975,7/01/2020,10:00,277,4.3,11.1,1,1.0,H
42975,7/01/2020,11:00,274,4.5,12.1,1.1,1.0,H
42975,7/01/2020,12:00,247,4.9,14.3,1.3,1.0,H
42975,7/01/2020,13:00,232,4.5,11.8,1.1,1.0,H
42975,7/01/2020,14:00,234,3.9,11.8,1,1.0,H
42975,7/01/2020,15:00,238,3.3,16.7,1.1,1.0,H
42975,7/01/2020,16:00,230,4.9,16.2,1.6,1.0,H
42975,7/01/2020,17:00,228,3.8,12,1,1.0,H
42975,7/01/2020,18:00,232,3.1,10.4,1,1.0,H
42975,7/01/2020,19:00,239,2.6,14.4,0.8,1.0,H
42975,7/01/2020,20:00,248,3.7,18.2,1,1.0,H
42975,7/01/2020,21:00,256,5.2,11.2,1.1,1.0,H
42975,7/01/2020,22:00,248,3.2,9.5,1,1.0,H
42975,7/01/2020,23:00,262,1.9,17.4,0.6,1.0,H
42975,8/01/2020,0:00,286,1.5,12.3,0.4,1.0,H
42975,8/01/2020,1:00,3,0.9,76.1,0.5,1.0,H
42975,8/01/2020,2:00,55,1.0,32,0.2,1.0,H
42975,8/01/2020,3:00,123,0.5,50.8,0.2,1.0,H
42975,8/01/2020,4:00,124,0.6,49.4,0.3,1.0,H
42975,8/01/2020,5:00,96,1.3,20.2,0.3,1.0,H
42975,8/01/2020,6:00,66,1.6,13.9,0.4,1.0,H
42975,8/01/2020,7:00,60,1.7,9.7,0.4,1.0,H
42975,8/01/2020,8:00,57,1.3,43.1,0.6,1.0,H
42975,8/01/2020,9:00,101,1.7,68.5,0.9,1.0,H
42975,8/01/2020,10:00,317,2.9,21.6,0.7,1.0,H
42975,8/01/2020,11:00,323,2.2,29.8,0.7,1.0,H
42975,8/01/2020,12:00,279,2.3,34.2,0.8,1.0,H
42975,8/01/2020,13:00,289,2.0,45.8,1,1.0,H
42975,8/01/2020,14:00,254,1.5,72.4,0.8,1.0,H
42975,8/01/2020,15:00,244,2.5,27.5,1.1,1.0,H
42975,8/01/2020,16:00,238,3.3,16.7,1,1.0,H
42975,8/01/2020,17:00,220,3.4,12.2,0.8,1.0,H
42975,8/01/2020,18:00,229,2.5,12.6,0.6,1.0,H
42975,8/01/2020,19:00,234,1.6,14.2,0.5,1.0,H
42975,8/01/2020,20:00,243,0.9,11.9,0.5,1.0,H
42975,8/01/2020,21:00,205,0.7,26.2,0.4,1.0,H
42975,8/01/2020,22:00,315,0.6,12,0.5,1.0,H
42975,8/01/2020,23:00,247,0.5,78.4,0.3,1.0,H
42975,9/01/2020,0:00,227,1.0,35,0.7,1.0,H
42975,9/01/2020,1:00,259,1.6,32.7,0.8,1.0,H
42975,9/01/2020,2:00,200,0.4,47.4,0.3,1.0,H
42975,9/01/2020,3:00,278,2.9,11.4,1.1,1.0,H
42975,9/01/2020,4:00,263,6.2,31.6,1.4,1.0,H
42975,9/01/2020,5:00,255,5.8,9.4,1.2,1.0,H
42975,9/01/2020,6:00,259,4.5,10.5,1.2,1.0,H
42975,9/01/2020,7:00,251,4.3,9.8,1.4,1.0,H
42975,9/01/2020,8:00,255,4.9,10.4,1.2,1.0,H
42975,9/01/2020,9:00,251,6.2,11.2,1.5,1.0,H
42975,9/01/2020,10:00,247,6.0,12.9,1.4,1.0,H
42975,9/01/2020,11:00,242,6.1,12.5,1.3,1.0,H
42975,9/01/2020,12:00,247,5.9,14.9,1.5,1.0,H
42975,9/01/2020,13:00,241,5.9,16,1.4,1.0,H
42975,9/01/2020,14:00,232,6.9,14.9,1.6,1.0,H
42975,9/01/2020,15:00,232,7.5,12.6,1.6,1.0,H
42975,9/01/2020,16:00,242,7.8,14.3,1.7,1.0,H
42975,9/01/2020,17:00,243,6.9,13.5,1.8,1.0,H
42975,9/01/2020,18:00,241,8.1,11.2,1.7,1.0,H
42975,9/01/2020,19:00,243,9.0,9.7,1.8,1.0,H
42975,9/01/2020,20:00,244,6.3,10.5,1.5,1.0,H
42975,9/01/2020,21:00,268,3.5,20.3,1.2,1.0,H
42975,9/01/2020,22:00,262,2.7,24.7,1.3,1.0,H
42975,9/01/2020,23:00,269,3.0,18.3,1,1.0,H
42975,10/01/2020,0:00,258,2.8,13.8,0.6,1.0,H
42975,10/01/2020,1:00,322,1.5,24.1,0.6,1.0,H
42975,10/01/2020,2:00,323,2.1,11,0.4,1.0,H
42975,10/01/2020,3:00,316,1.9,15.9,0.5,1.0,H
42975,10/01/2020,4:00,299,1.6,11.2,0.5,1.0,H
42975,10/01/2020,5:00,265,1.1,25.6,0.6,1.0,H
42975,10/01/2020,6:00,314,1.0,51.9,0.8,1.0,H
42975,10/01/2020,7:00,322,1.1,22.4,0.5,1.0,H
42975,10/01/2020,8:00,310,0.9,32.2,0.3,1.0,H
42975,10/01/2020,9:00,272,2.4,24.5,1,1.0,H
42975,10/01/2020,10:00,238,2.9,15.5,0.7,1.0,H
42975,10/01/2020,11:00,236,3.9,14.2,1,1.0,H
42975,10/01/2020,12:00,238,4.1,14.2,1,1.0,H
42975,10/01/2020,13:00,232,4.1,9.6,0.8,1.0,H
42975,10/01/2020,14:00,239,4.4,10.6,1,1.0,H
42975,10/01/2020,15:00,236,4.3,13.2,1,1.0,H
42975,10/01/2020,16:00,235,3.6,12.3,0.7,1.0,H
42975,10/01/2020,17:00,240,3.4,9.4,0.8,1.0,H
42975,10/01/2020,18:00,235,2.6,8.6,0.5,1.0,H
42975,10/01/2020,19:00,209,1.3,38.3,0.8,1.0,H
42975,10/01/2020,20:00,101,0.9,29.1,0.7,1.0,H
42975,10/01/2020,21:00,73,1.4,31.6,0.4,1.0,H
42975,10/01/2020,22:00,45,1.3,53.7,0.5,1.0,H
42975,10/01/2020,23:00,35,1.2,56,0.4,1.0,H
42975,11/01/2020,0:00,92,1.4,45.1,0.6,1.0,H
42975,11/01/2020,1:00,47,0.9,83.4,0.6,1.0,H
42975,11/01/2020,2:00,81,2.2,15.6,0.6,1.0,H
42975,11/01/2020,3:00,80,3.4,9.2,0.9,1.0,H
42975,11/01/2020,4:00,102,4.2,8.2,0.9,1.0,H
42975,11/01/2020,5:00,92,2.8,37.4,1.5,1.0,H
42975,11/01/2020,6:00,74,2.9,12.7,0.5,1.0,H
42975,11/01/2020,7:00,26,2.3,35.4,0.4,1.0,H
42975,11/01/2020,8:00,50,2.0,30.7,0.6,1.0,H
42975,11/01/2020,9:00,62,2.6,29.4,0.7,1.0,H
42975,11/01/2020,10:00,69,3.0,9.5,0.5,1.0,H
42975,11/01/2020,11:00,64,3.2,26.3,0.7,1.0,H
42975,11/01/2020,12:00,71,2.5,27.1,0.6,1.0,H
42975,11/01/2020,13:00,76,3.5,21,1.4,1.0,H
42975,11/01/2020,14:00,110,4.7,17.1,1.7,1.0,H
42975,11/01/2020,15:00,66,4.1,24,1.3,1.0,H
42975,11/01/2020,16:00,23,4.6,31.8,1.7,1.0,H
42975,11/01/2020,17:00,324,2.4,22.1,0.8,1.0,H
42975,11/01/2020,18:00,340,3.2,21.5,1,1.0,H
42975,11/01/2020,19:00,325,4.3,16.4,1.4,1.0,H
42975,11/01/2020,20:00,267,3.5,50,1.2,1.0,H
42975,11/01/2020,21:00,217,2.6,15.1,0.8,1.0,H
42975,11/01/2020,22:00,220,1.5,20.9,0.8,1.0,H
42975,11/01/2020,23:00,267,1.3,17.7,0.5,1.0,H
42975,12/01/2020,0:00,246,1.9,29.7,0.8,1.0,H
42975,12/01/2020,1:00,260,1.4,32,0.6,1.0,H
42975,12/01/2020,2:00,249,1.6,37,1,1.0,H
42975,12/01/2020,3:00,296,3.6,17.8,1.6,1.0,H
42975,12/01/2020,4:00,300,4.5,16.6,2.2,1.0,H
42975,12/01/2020,5:00,307,7.7,11.3,2.1,1.0,H
42975,12/01/2020,6:00,306,7.1,10.6,1.8,1.0,H
42975,12/01/2020,7:00,301,7.9,11.1,2.2,1.0,H
42975,12/01/2020,8:00,307,8.6,11,2.1,1.0,H
42975,12/01/2020,9:00,303,8.6,10,1.8,1.0,H
42975,12/01/2020,10:00,308,8.7,11.6,2.2,1.0,H
42975,12/01/2020,11:00,310,8.1,13.2,2.1,1.0,H
42975,12/01/2020,12:00,310,7.5,12.9,2.1,1.0,H
42975,12/01/2020,13:00,238,4.8,16.9,1.9,1.0,H
42975,12/01/2020,14:00,280,5.3,26.7,2.3,1.0,H
42975,12/01/2020,15:00,306,7.9,13.6,2.1,1.0,H
42975,12/01/2020,16:00,261,6.3,23.2,2.4,1.0,H
42975,12/01/2020,17:00,264,4.0,22.1,1.5,1.0,H
42975,12/01/2020,18:00,252,3.8,12.7,1.1,1.0,H
42975,12/01/2020,19:00,262,4.5,20,1.6,1.0,H
42975,12/01/2020,20:00,257,3.0,14.3,1.2,1.0,H
42975,12/01/2020,21:00,240,2.7,15.4,0.9,1.0,H
42975,12/01/2020,22:00,257,2.8,17.7,0.8,1.0,H
42975,12/01/2020,23:00,162,1.1,50.6,0.4,1.0,H
42975,13/01/2020,0:00,250,1.3,52.5,0.6,1.0,H
42975,13/01/2020,1:00,258,1.0,25.6,0.5,1.0,H
42975,13/01/2020,2:00,214,0.5,63.8,0.4,1.0,H
42975,13/01/2020,3:00,135,0.8,76.3,0.4,1.0,H
42975,13/01/2020,4:00,204,1.1,18.6,0.5,1.0,H
42975,13/01/2020,5:00,203,1.2,18,0.7,1.0,H
42975,13/01/2020,6:00,245,1.0,27.3,0.4,1.0,H
42975,13/01/2020,7:00,256,2.4,13.2,1.2,1.0,H
42975,13/01/2020,8:00,273,3.9,14.7,1.4,1.0,H
42975,13/01/2020,9:00,263,5.6,12.6,1.2,1.0,H
42975,13/01/2020,10:00,253,6.6,12.7,1.4,1.0,H
42975,13/01/2020,11:00,240,6.4,15.6,1.5,1.0,H
42975,13/01/2020,12:00,234,5.4,16.2,1.2,1.0,H
42975,13/01/2020,13:00,240,6.3,12.4,1.5,1.0,H
42975,13/01/2020,14:00,236,5.9,14.4,1.2,1.0,H
42975,13/01/2020,15:00,235,6.4,15,1.4,1.0,H
42975,13/01/2020,16:00,227,5.8,15,1.1,1.0,H
42975,13/01/2020,17:00,226,5.3,16.6,1.1,1.0,H
42975,13/01/2020,18:00,226,5.0,13.5,1.1,1.0,H
42975,13/01/2020,19:00,235,4.8,13.5,1,1.0,H
42975,13/01/2020,20:00,249,3.6,8.6,0.8,1.0,H
42975,13/01/2020,21:00,273,2.1,10.5,0.5,1.0,H
42975,13/01/2020,22:00,250,1.3,43.1,0.6,1.0,H
42975,13/01/2020,23:00,355,0.4,44.7,0.3,1.0,H
42975,14/01/2020,0:00,216,0.6,80.5,0.3,1.0,H
42975,14/01/2020,1:00,270,0.8,31.8,0.3,1.0,H
42975,14/01/2020,2:00,278,0.9,35.4,0.4,1.0,H
42975,14/01/2020,3:00,328,0.7,7.2,0.4,1.0,H
42975,14/01/2020,4:00,346,0.5,27.6,0.3,1.0,H
42975,14/01/2020,5:00,26,0.7,32.5,0.3,1.0,H
42975,14/01/2020,6:00,30,1.4,23.2,0.6,1.0,H
42975,14/01/2020,7:00,22,2.1,9.7,0.5,1.0,H
42975,14/01/2020,8:00,44,2.1,56.3,0.6,1.0,H
42975,14/01/2020,9:00,91,2.5,35,0.7,1.0,H
42975,14/01/2020,10:00,92,3.4,20.5,0.8,1.0,H
42975,14/01/2020,11:00,90,2.7,33.5,0.9,1.0,H
42975,14/01/2020,12:00,141,2.3,28.8,1,1.0,H
42975,14/01/2020,13:00,166,2.1,50.5,0.9,1.0,H
42975,14/01/2020,14:00,219,2.2,34.6,0.8,1.0,H
42975,14/01/2020,15:00,214,1.7,34.9,0.9,1.0,H
42975,14/01/2020,16:00,270,4.9,20.5,1.1,1.0,H
42975,14/01/2020,17:00,254,4.7,11.4,0.9,1.0,H
42975,14/01/2020,18:00,256,4.7,12.8,0.9,1.0,H
42975,14/01/2020,19:00,261,4.4,18.2,0.9,1.0,H
42975,14/01/2020,20:00,285,3.4,9.5,0.9,1.0,H
42975,14/01/2020,21:00,265,2.5,39.1,1.1,1.0,H
42975,14/01/2020,22:00,289,1.2,24.1,0.6,1.0,H
42975,14/01/2020,23:00,345,0.9,53.5,0.2,1.0,H
42975,15/01/2020,0:00,320,1.2,18.8,0.3,1.0,H
42975,15/01/2020,1:00,303,0.3,57.2,0.3,1.0,H
42975,15/01/2020,2:00,178,0.4,59.1,0.3,1.0,H
42975,15/01/2020,3:00,296,0.7,23.6,0.2,1.0,H
42975,15/01/2020,4:00,287,1.1,23.1,0.4,1.0,H
42975,15/01/2020,5:00,269,0.5,28.3,0.4,1.0,H
42975,15/01/2020,6:00,260,0.8,26.5,0.3,1.0,H
42975,15/01/2020,7:00,256,0.9,17.9,0.3,1.0,H
42975,15/01/2020,8:00,236,1.3,15.6,0.4,1.0,H
42975,15/01/2020,9:00,237,0.9,27.5,0.5,1.0,H
42975,15/01/2020,10:00,180,1.9,39.3,1,1.0,H
42975,15/01/2020,11:00,109,3.6,26.1,1,1.0,H
42975,15/01/2020,12:00,110,3.5,21.6,1.1,1.0,H
42975,15/01/2020,13:00,126,3.4,22.6,0.9,1.0,H
42975,15/01/2020,14:00,122,4.0,18.9,1.1,1.0,H
42975,15/01/2020,15:00,133,4.1,20.3,0.9,1.0,H
42975,15/01/2020,16:00,123,5.0,15.1,1.1,1.0,H
42975,15/01/2020,17:00,133,4.8,16.4,1,1.0,H
42975,15/01/2020,18:00,128,5.3,14.5,1.6,1.0,H
42975,15/01/2020,19:00,118,2.7,33.5,1.4,1.0,H
42975,15/01/2020,20:00,126,1.3,77,0.8,1.0,H
42975,15/01/2020,21:00,204,1.8,76,0.9,1.0,H
42975,15/01/2020,22:00,80,2.1,83.7,1.1,1.0,H
42975,15/01/2020,23:00,64,1.5,71,0.7,1.0,H
42975,16/01/2020,0:00,108,2.9,15.2,0.9,1.0,H
42975,16/01/2020,1:00,139,1.6,69.7,0.9,1.0,H
42975,16/01/2020,2:00,272,1.3,33,0.6,1.0,H
42975,16/01/2020,3:00,122,1.9,59.9,1.4,1.0,H
42975,16/01/2020,4:00,81,1.8,25.4,0.7,1.0,H
42975,16/01/2020,5:00,34,1.8,35.4,0.7,1.0,H
42975,16/01/2020,6:00,34,2.0,32.5,0.4,1.0,H
42975,16/01/2020,7:00,48,2.6,25.5,0.5,1.0,H
42975,16/01/2020,8:00,81,4.0,16.9,0.8,1.0,H
42975,16/01/2020,9:00,99,3.0,17.5,0.7,1.0,H
42975,16/01/2020,10:00,104,2.9,16.9,0.7,1.0,H
42975,16/01/2020,11:00,89,2.7,37.3,0.7,1.0,H
42975,16/01/2020,12:00,170,1.3,69.2,0.7,1.0,H
42975,16/01/2020,13:00,214,1.6,30.9,0.7,1.0,H
42975,16/01/2020,14:00,232,1.9,38.2,0.8,1.0,H
42975,16/01/2020,15:00,254,2.9,23.1,1.1,1.0,H
42975,16/01/2020,16:00,244,5.3,18.7,1,1.0,H
42975,16/01/2020,17:00,227,5.4,11.9,1.1,1.0,H
42975,16/01/2020,18:00,231,5.1,12.3,0.9,1.0,H
42975,16/01/2020,19:00,240,4.5,11.7,0.9,1.0,H
42975,16/01/2020,20:00,258,4.1,21,0.8,1.0,H
42975,16/01/2020,21:00,254,2.3,18.7,0.6,1.0,H
42975,16/01/2020,22:00,234,2.3,8.5,0.5,1.0,H
42975,16/01/2020,23:00,240,1.7,7.8,0.5,1.0,H
42975,17/01/2020,0:00,252,1.9,7.8,0.4,1.0,H
42975,17/01/2020,1:00,254,2.8,8.4,0.5,1.0,H
42975,17/01/2020,2:00,264,1.7,10.2,0.4,1.0,H
42975,17/01/2020,3:00,264,1.5,12.2,0.4,1.0,H
42975,17/01/2020,4:00,251,1.0,5.8,0.3,1.0,H
42975,17/01/2020,5:00,252,0.6,19.7,0.2,1.0,H
42975,17/01/2020,6:00,291,0.2,1.9,0.3,1.0,H
42975,17/01/2020,7:00,232,0.4,45.1,0.2,1.0,H
42975,17/01/2020,8:00,227,0.5,38.3,0.3,1.0,H
42975,17/01/2020,9:00,116,1.1,35.7,0.5,1.0,H
42975,17/01/2020,10:00,68,2.6,27.3,1,1.0,H
42975,17/01/2020,11:00,108,3.2,19.9,0.8,1.0,H
42975,17/01/2020,12:00,113,2.8,27.6,0.8,1.0,H
42975,17/01/2020,13:00,118,2.5,26.7,1,1.0,H
42975,17/01/2020,14:00,101,2.7,31,0.8,1.0,H
42975,17/01/2020,15:00,182,2.0,34.6,0.8,1.0,H
42975,17/01/2020,16:00,155,1.9,32.4,0.9,1.0,H
42975,17/01/2020,17:00,130,3.2,46.5,1.4,1.0,H
42975,17/01/2020,18:00,215,4.0,8,1,1.0,H
42975,17/01/2020,19:00,212,2.3,9.2,0.7,1.0,H
42975,17/01/2020,20:00,247,2.1,22.2,0.7,1.0,H
42975,17/01/2020,21:00,266,2.2,17.8,0.7,1.0,H
42975,17/01/2020,22:00,267,1.6,26.6,0.7,1.0,H
42975,17/01/2020,23:00,214,1.4,12.7,0.4,1.0,H
42975,18/01/2020,0:00,231,0.3,1.3,0.3,1.0,H
42975,18/01/2020,1:00,307,0.6,35.5,0.3,1.0,H
42975,18/01/2020,2:00,232,1.1,17.8,0.4,1.0,H
42975,18/01/2020,3:00,238,0.6,29.9,0.5,1.0,H
42975,18/01/2020,4:00,226,1.1,29.6,0.4,1.0,H
42975,18/01/2020,5:00,213,2.2,13.9,0.7,1.0,H
42975,18/01/2020,6:00,232,2.2,19.8,0.5,1.0,H
