Station,Date(NZST),Time(NZST),Dir(DegT),Speed(m/s),Dir StdDev,Spd StdDev,Period(Hrs),Freq
40845,1/01/2020,0:00,266,2.1,75,1.3,1.0,H
40845,1/01/2020,1:00,312,7.4,37,2.6,1.0,H
40845,1/01/2020,2:00,326,7.2,31,2.3,1.0,H
40845,1/01/2020,3:00,299,10.5,10,2.4,1.0,H
40845,1/01/2020,4:00,306,12.2,6,2.4,1.0,H
40845,1/01/2020,5:00,297,10.2,7,2.5,1.0,H
40845,1/01/2020,6:00,316,5.0,10,1.5,1.0,H
40845,1/01/2020,7:00,290,4.2,10,1.4,1.0,H
40845,1/01/2020,8:00,127,2.8,61,1.3,1.0,H
40845,1/01/2020,9:00,259,2.4,82,1.3,1.0,H
40845,1/01/2020,10:00,255,3.2,77,1.8,1.0,H
40845,1/01/2020,11:00,272,2.5,28,1.1,1.0,H
40845,1/01/2020,12:00,301,3.2,57,1.7,1.0,H
40845,1/01/2020,13:00,234,2.6,62,1.3,1.0,H
40845,1/01/2020,14:00,8,1.7,57,1.2,1.0,H
40845,1/01/2020,15:00,148,3.6,34,1.4,1.0,H
40845,1/01/2020,16:00,168,2.0,28,1.1,1.0,H
40845,1/01/2020,17:00,190,2.3,27,1,1.0,H
40845,1/01/2020,18:00,192,2.1,22,0.8,1.0,H
40845,1/01/2020,19:00,185,2.4,23,1.1,1.0,H
40845,1/01/2020,20:00,226,1.1,31,0.5,1.0,H
40845,1/01/2020,21:00,213,0.9,26,0.4,1.0,H
40845,1/01/2020,22:00,145,0.9,36,0.3,1.0,H
40845,1/01/2020,23:00,169,1.0,23,0.3,1.0,H
40845,2/01/2020,0:00,95,2.0,62,1.2,1.0,H
40845,2/01/2020,1:00,200,2.1,21,1.3,1.0,H
40845,2/01/2020,2:00,150,1.4,23,0.7,1.0,H
40845,2/01/2020,3:00,172,0.7,40,0.4,1.0,H
40845,2/01/2020,4:00,198,1.2,21,0.5,1.0,H
40845,2/01/2020,5:00,261,0.8,65,0.4,1.0,H
40845,2/01/2020,6:00,208,0.6,26,0.4,1.0,H
40845,2/01/2020,7:00,175,1.2,31,0.5,1.0,H
40845,2/01/2020,8:00,169,0.8,38,0.4,1.0,H
40845,2/01/2020,9:00,145,1.0,36,0.3,1.0,H
40845,2/01/2020,10:00,311,0.6,84,0.5,1.0,H
40845,2/01/2020,11:00,82,0.9,69,0.5,1.0,H
40845,2/01/2020,12:00,158,1.0,82,0.6,1.0,H
40845,2/01/2020,13:00,106,1.5,60,0.7,1.0,H
40845,2/01/2020,14:00,225,2.1,60,1,1.0,H
40845,2/01/2020,15:00,149,3.3,20,1.1,1.0,H
40845,2/01/2020,16:00,197,3.2,20,1.1,1.0,H
40845,2/01/2020,17:00,148,3.2,26,1.2,1.0,H
40845,2/01/2020,18:00,140,2.8,14,1,1.0,H
40845,2/01/2020,19:00,163,2.1,19,0.8,1.0,H
40845,2/01/2020,20:00,191,1.7,22,0.7,1.0,H
40845,2/01/2020,21:00,281,2.1,60,1.1,1.0,H
40845,2/01/2020,22:00,298,3.6,11,1.3,1.0,H
40845,2/01/2020,23:00,300,3.1,10,1.1,1.0,H
40845,3/01/2020,0:00,282,3.1,11,1.3,1.0,H
40845,3/01/2020,1:00,293,4.3,15,1.5,1.0,H
40845,3/01/2020,2:00,256,4.4,12,1.7,1.0,H
40845,3/01/2020,3:00,286,4.4,10,1.5,1.0,H
40845,3/01/2020,4:00,282,4.7,9,1.4,1.0,H
40845,3/01/2020,5:00,269,4.4,12,1.4,1.0,H
40845,3/01/2020,6:00,279,4.4,12,1.5,1.0,H
40845,3/01/2020,7:00,251,4.5,16,1.4,1.0,H
40845,3/01/2020,8:00,273,6.0,10,1.8,1.0,H
40845,3/01/2020,9:00,196,5.4,23,1.7,1.0,H
40845,3/01/2020,10:00,197,3.3,20,1.2,1.0,H
40845,3/01/2020,11:00,208,2.6,39,1.1,1.0,H
40845,3/01/2020,12:00,261,3.3,84,1.6,1.0,H
40845,3/01/2020,13:00,285,5.6,19,1.9,1.0,H
40845,3/01/2020,14:00,276,8.4,13,1.9,1.0,H
40845,3/01/2020,15:00,271,8.4,12,2.2,1.0,H
40845,3/01/2020,16:00,283,8.3,12,1.9,1.0,H
40845,3/01/2020,17:00,281,8.1,14,2.1,1.0,H
40845,3/01/2020,18:00,251,7.1,17,1.7,1.0,H
40845,3/01/2020,19:00,272,6.8,11,2,1.0,H
40845,3/01/2020,20:00,203,3.6,71,1.4,1.0,H
40845,3/01/2020,21:00,205,2.0,33,1.1,1.0,H
40845,3/01/2020,22:00,193,2.9,12,0.8,1.0,H
40845,3/01/2020,23:00,223,2.0,24,0.7,1.0,H
40845,4/01/2020,0:00,217,2.2,23,0.9,1.0,H
40845,4/01/2020,1:00,224,3.0,25,1,1.0,H
40845,4/01/2020,2:00,199,3.8,12,1.1,1.0,H
40845,4/01/2020,3:00,219,3.6,11,1.1,1.0,H
40845,4/01/2020,4:00,225,3.0,12,1,1.0,H
40845,4/01/2020,5:00,2,1.3,42,0.7,1.0,H
40845,4/01/2020,6:00,227,1.1,32,0.5,1.0,H
40845,4/01/2020,7:00,210,0.8,64,0.7,1.0,H
40845,4/01/2020,8:00,209,1.9,22,0.7,1.0,H
40845,4/01/2020,9:00,202,3.0,18,0.8,1.0,H
40845,4/01/2020,10:00,182,3.6,19,1.3,1.0,H
40845,4/01/2020,11:00,198,4.4,17,1.2,1.0,H
40845,4/01/2020,12:00,176,4.5,21,1.3,1.0,H
40845,4/01/2020,13:00,214,4.2,25,1.2,1.0,H
40845,4/01/2020,14:00,184,3.0,30,1.3,1.0,H
40845,4/01/2020,15:00,178,3.8,26,1.2,1.0,H
40845,4/01/2020,16:00,145,3.4,27,1.1,1.0,H
40845,4/01/2020,17:00,132,3.2,37,1.3,1.0,H
40845,4/01/2020,18:00,143,3.2,16,0.8,1.0,H
40845,4/01/2020,19:00,120,3.2,12,1,1.0,H
40845,4/01/2020,20:00,150,2.5,14,0.8,1.0,H
40845,4/01/2020,21:00,150,2.2,13,0.7,1.0,H
40845,4/01/2020,22:00,253,1.2,53,0.7,1.0,H
40845,4/01/2020,23:00,283,0.9,38,0.4,1.0,H
40845,5/01/2020,0:00,17,0.5,64,0.3,1.0,H
40845,5/01/2020,1:00,53,1.3,43,0.5,1.0,H
40845,5/01/2020,2:00,55,1.1,79,0.7,1.0,H
40845,5/01/2020,3:00,11,1.2,86,0.5,1.0,H
40845,5/01/2020,4:00,88,2.0,81,1.2,1.0,H
40845,5/01/2020,5:00,303,2.2,70,2,1.0,H
40845,5/01/2020,6:00,284,2.2,76,2.4,1.0,H
40845,5/01/2020,7:00,246,5.7,23,1.4,1.0,H
40845,5/01/2020,8:00,268,5.5,10,1.4,1.0,H
40845,5/01/2020,9:00,252,5.9,12,1.6,1.0,H
40845,5/01/2020,10:00,286,8.1,11,2.4,1.0,H
40845,5/01/2020,11:00,284,10.8,7,2.5,1.0,H
40845,5/01/2020,12:00,266,10.0,13,2.4,1.0,H
40845,5/01/2020,13:00,285,10.4,14,2.4,1.0,H
40845,5/01/2020,14:00,272,9.7,12,2,1.0,H
40845,5/01/2020,15:00,282,9.6,12,1.9,1.0,H
40845,5/01/2020,16:00,286,8.5,11,2.3,1.0,H
40845,5/01/2020,17:00,287,8.5,12,1.9,1.0,H
40845,5/01/2020,18:00,279,7.7,11,1.8,1.0,H
40845,5/01/2020,19:00,278,7.3,14,1.9,1.0,H
40845,5/01/2020,20:00,289,8.6,8,1.6,1.0,H
40845,5/01/2020,21:00,289,9.1,7,2.2,1.0,H
40845,5/01/2020,22:00,286,7.1,9,1.9,1.0,H
40845,5/01/2020,23:00,290,8.0,7,1.8,1.0,H
40845,6/01/2020,0:00,288,7.6,11,2,1.0,H
40845,6/01/2020,1:00,293,6.8,10,2,1.0,H
40845,6/01/2020,2:00,300,6.8,9,2.1,1.0,H
40845,6/01/2020,3:00,294,6.8,10,1.9,1.0,H
40845,6/01/2020,4:00,302,6.9,9,1.9,1.0,H
40845,6/01/2020,5:00,277,5.2,10,1.7,1.0,H
40845,6/01/2020,6:00,294,6.7,10,1.6,1.0,H
40845,6/01/2020,7:00,277,7.4,9,1.6,1.0,H
40845,6/01/2020,8:00,277,7.8,10,1.7,1.0,H
40845,6/01/2020,9:00,281,8.0,10,2.2,1.0,H
40845,6/01/2020,10:00,267,8.3,13,1.9,1.0,H
40845,6/01/2020,11:00,272,7.1,15,1.6,1.0,H
40845,6/01/2020,12:00,281,7.8,13,1.9,1.0,H
40845,6/01/2020,13:00,271,8.1,10,1.5,1.0,H
40845,6/01/2020,14:00,277,8.0,10,1.7,1.0,H
40845,6/01/2020,15:00,282,7.8,9,2,1.0,H
40845,6/01/2020,16:00,220,6.0,17,1.6,1.0,H
40845,6/01/2020,17:00,217,4.3,13,1.4,1.0,H
40845,6/01/2020,18:00,201,4.0,13,1.3,1.0,H
40845,6/01/2020,19:00,203,4.2,11,1.1,1.0,H
40845,6/01/2020,20:00,235,3.8,12,1.1,1.0,H
40845,6/01/2020,21:00,225,2.8,19,1,1.0,H
40845,6/01/2020,22:00,100,1.0,79,0.7,1.0,H
40845,6/01/2020,23:00,201,1.2,79,0.6,1.0,H
40845,7/01/2020,0:00,228,1.7,78,1.3,1.0,H
40845,7/01/2020,1:00,215,2.8,20,1.3,1.0,H
40845,7/01/2020,2:00,237,3.3,28,0.9,1.0,H
40845,7/01/2020,3:00,218,3.7,18,1.3,1.0,H
40845,7/01/2020,4:00,228,2.4,15,0.8,1.0,H
40845,7/01/2020,5:00,248,2.2,15,1,1.0,H
40845,7/01/2020,6:00,225,1.8,16,0.7,1.0,H
40845,7/01/2020,7:00,224,1.8,17,0.7,1.0,H
40845,7/01/2020,8:00,225,1.9,16,0.7,1.0,H
40845,7/01/2020,9:00,230,1.7,26,0.8,1.0,H
40845,7/01/2020,10:00,203,2.1,23,0.8,1.0,H
40845,7/01/2020,11:00,194,2.5,20,1.1,1.0,H
40845,7/01/2020,12:00,171,3.3,20,1.2,1.0,H
40845,7/01/2020,13:00,144,3.2,30,1,1.0,H
40845,7/01/2020,14:00,149,2.0,57,0.9,1.0,H
40845,7/01/2020,15:00,154,3.0,23,1,1.0,H
40845,7/01/2020,16:00,141,3.1,36,1,1.0,H
40845,7/01/2020,17:00,152,2.2,21,1.1,1.0,H
40845,7/01/2020,18:00,187,1.8,25,0.9,1.0,H
40845,7/01/2020,19:00,187,2.8,14,1,1.0,H
40845,7/01/2020,20:00,185,2.6,19,1.1,1.0,H
40845,7/01/2020,21:00,221,1.7,16,0.7,1.0,H
40845,7/01/2020,22:00,231,1.2,18,0.6,1.0,H
40845,7/01/2020,23:00,98,1.2,47,0.5,1.0,H
40845,8/01/2020,0:00,242,0.6,74,0.4,1.0,H
40845,8/01/2020,1:00,322,0.8,40,0.4,1.0,H
40845,8/01/2020,2:00,293,0.5,88,0.3,1.0,H
40845,8/01/2020,3:00,297,0.6,44,0.3,1.0,H
40845,8/01/2020,4:00,315,1.0,20,0.3,1.0,H
40845,8/01/2020,5:00,34,1.0,88,0.4,1.0,H
40845,8/01/2020,6:00,265,0.7,39,0.3,1.0,H
40845,8/01/2020,7:00,239,0.7,16,0.3,1.0,H
40845,8/01/2020,8:00,302,0.7,36,0.4,1.0,H
40845,8/01/2020,9:00,274,1.5,69,0.7,1.0,H
40845,8/01/2020,10:00,10,1.2,69,0.8,1.0,H
40845,8/01/2020,11:00,74,1.8,50,1,1.0,H
40845,8/01/2020,12:00,165,1.6,65,0.8,1.0,H
40845,8/01/2020,13:00,121,1.5,62,1,1.0,H
40845,8/01/2020,14:00,258,2.6,82,1.4,1.0,H
40845,8/01/2020,15:00,288,4.3,34,1.5,1.0,H
40845,8/01/2020,16:00,252,4.4,12,1.3,1.0,H
40845,8/01/2020,17:00,240,4.1,12,1.2,1.0,H
40845,8/01/2020,18:00,296,4.8,11,1.3,1.0,H
40845,8/01/2020,19:00,287,5.9,11,1.6,1.0,H
40845,8/01/2020,20:00,287,4.6,9,1.2,1.0,H
40845,8/01/2020,21:00,291,4.5,10,1.2,1.0,H
40845,8/01/2020,22:00,279,3.7,12,1.2,1.0,H
40845,8/01/2020,23:00,290,4.2,11,1.3,1.0,H
40845,9/01/2020,0:00,286,4.0,11,1.1,1.0,H
40845,9/01/2020,1:00,294,6.0,8,2.1,1.0,H
40845,9/01/2020,2:00,281,3.6,13,1.3,1.0,H
40845,9/01/2020,3:00,263,4.2,16,1.5,1.0,H
40845,9/01/2020,4:00,279,4.1,13,1.7,1.0,H
40845,9/01/2020,5:00,145,3.2,28,1.1,1.0,H
40845,9/01/2020,6:00,173,1.6,39,0.7,1.0,H
40845,9/01/2020,7:00,142,1.7,30,0.7,1.0,H
40845,9/01/2020,8:00,119,2.8,19,1,1.0,H
40845,9/01/2020,9:00,128,3.5,13,1,1.0,H
40845,9/01/2020,10:00,143,3.9,17,1.1,1.0,H
40845,9/01/2020,11:00,152,3.6,20,1.2,1.0,H
40845,9/01/2020,12:00,150,3.6,25,1.5,1.0,H
40845,9/01/2020,13:00,134,3.4,25,1.3,1.0,H
40845,9/01/2020,14:00,159,3.6,21,1.1,1.0,H
40845,9/01/2020,15:00,144,4.4,15,1.2,1.0,H
40845,9/01/2020,16:00,139,4.6,17,1.4,1.0,H
40845,9/01/2020,17:00,144,4.3,16,1.1,1.0,H
40845,9/01/2020,18:00,126,3.9,11,1.2,1.0,H
40845,9/01/2020,19:00,173,2.3,58,1.2,1.0,H
40845,9/01/2020,20:00,259,4.2,16,1.4,1.0,H
40845,9/01/2020,21:00,263,4.7,9,1.3,1.0,H
40845,9/01/2020,22:00,255,3.0,14,1.1,1.0,H
40845,9/01/2020,23:00,262,3.8,8,1.3,1.0,H
40845,10/01/2020,0:00,267,4.3,8,1.4,1.0,H
40845,10/01/2020,1:00,300,5.7,10,1.4,1.0,H
40845,10/01/2020,2:00,298,7.3,9,1.8,1.0,H
40845,10/01/2020,3:00,294,7.7,8,2,1.0,H
40845,10/01/2020,4:00,285,7.9,8,1.9,1.0,H
40845,10/01/2020,5:00,296,6.8,8,1.7,1.0,H
40845,10/01/2020,6:00,299,7.7,7,1.7,1.0,H
40845,10/01/2020,7:00,292,7.1,7,1.8,1.0,H
40845,10/01/2020,8:00,285,5.8,7,1.4,1.0,H
40845,10/01/2020,9:00,15,4.6,76,1.7,1.0,H
40845,10/01/2020,10:00,286,4.8,62,1.7,1.0,H
40845,10/01/2020,11:00,283,6.8,7,1.7,1.0,H
40845,10/01/2020,12:00,285,7.6,7,1.7,1.0,H
40845,10/01/2020,13:00,280,7.6,7,1.8,1.0,H
40845,10/01/2020,14:00,292,5.9,9,1.6,1.0,H
40845,10/01/2020,15:00,307,4.3,18,1.4,1.0,H
40845,10/01/2020,16:00,303,3.7,15,1.1,1.0,H
40845,10/01/2020,17:00,323,2.1,20,1,1.0,H
40845,10/01/2020,18:00,42,1.5,66,0.8,1.0,H
40845,10/01/2020,19:00,59,1.2,85,0.7,1.0,H
40845,10/01/2020,20:00,333,1.1,29,0.6,1.0,H
40845,10/01/2020,21:00,50,1.0,72,0.4,1.0,H
40845,10/01/2020,22:00,6,1.5,19,0.6,1.0,H
40845,10/01/2020,23:00,29,1.4,54,0.7,1.0,H
40845,11/01/2020,0:00,271,1.3,72,0.7,1.0,H
40845,11/01/2020,1:00,57,1.3,52,0.8,1.0,H
40845,11/01/2020,2:00,5,1.8,74,1,1.0,H
40845,11/01/2020,3:00,30,2.4,39,0.9,1.0,H
40845,11/01/2020,4:00,325,2.2,18,0.7,1.0,H
40845,11/01/2020,5:00,357,1.5,75,0.7,1.0,H
40845,11/01/2020,6:00,339,1.9,37,0.8,1.0,H
40845,11/01/2020,7:00,347,2.4,35,0.9,1.0,H
40845,11/01/2020,8:00,315,2.3,40,1,1.0,H
40845,11/01/2020,9:00,59,3.8,81,1.6,1.0,H
40845,11/01/2020,10:00,331,6.5,44,3.3,1.0,H
40845,11/01/2020,11:00,312,6.6,20,2.8,1.0,H
40845,11/01/2020,12:00,4,8.2,9,2.2,1.0,H
40845,11/01/2020,13:00,339,7.9,35,2.2,1.0,H
40845,11/01/2020,14:00,329,4.8,52,2.3,1.0,H
40845,11/01/2020,15:00,305,6.0,21,2,1.0,H
40845,11/01/2020,16:00,334,4.1,26,1.4,1.0,H
40845,11/01/2020,17:00,306,4.1,17,1.6,1.0,H
40845,11/01/2020,18:00,291,4.7,16,1.6,1.0,H
40845,11/01/2020,19:00,328,4.2,8,1.1,1.0,H
40845,11/01/2020,20:00,293,4.2,11,1.3,1.0,H
40845,11/01/2020,21:00,297,5.4,9,1.5,1.0,H
40845,11/01/2020,22:00,299,5.6,10,1.5,1.0,H
40845,11/01/2020,23:00,272,6.0,12,1.8,1.0,H
40845,12/01/2020,0:00,297,5.0,12,1.7,1.0,H
40845,12/01/2020,1:00,292,6.3,13,1.9,1.0,H
40845,12/01/2020,2:00,293,5.5,20,1.7,1.0,H
40845,12/01/2020,3:00,292,6.5,14,2,1.0,H
40845,12/01/2020,4:00,305,6.7,10,1.8,1.0,H
40845,12/01/2020,5:00,310,6.5,10,1.8,1.0,H
40845,12/01/2020,6:00,306,5.7,15,1.8,1.0,H
40845,12/01/2020,7:00,302,7.3,11,2.1,1.0,H
40845,12/01/2020,8:00,295,7.3,10,1.8,1.0,H
40845,12/01/2020,9:00,304,8.2,8,1.7,1.0,H
40845,12/01/2020,10:00,297,9.5,10,2.3,1.0,H
40845,12/01/2020,11:00,298,11.0,8,2.5,1.0,H
40845,12/01/2020,12:00,289,10.3,10,2.3,1.0,H
40845,12/01/2020,13:00,292,11.2,9,2.1,1.0,H
40845,12/01/2020,14:00,301,11.4,8,2.4,1.0,H
40845,12/01/2020,15:00,300,11.6,8,2.3,1.0,H
40845,12/01/2020,16:00,294,9.9,12,2.1,1.0,H
40845,12/01/2020,17:00,300,9.5,11,2.3,1.0,H
40845,12/01/2020,18:00,296,9.0,11,2.1,1.0,H
40845,12/01/2020,19:00,275,7.7,13,1.8,1.0,H
40845,12/01/2020,20:00,277,6.4,18,1.7,1.0,H
40845,12/01/2020,21:00,256,5.9,18,1.8,1.0,H
40845,12/01/2020,22:00,278,5.3,18,1.6,1.0,H
40845,12/01/2020,23:00,293,6.1,7,1.6,1.0,H
40845,13/01/2020,0:00,291,4.1,10,1.3,1.0,H
40845,13/01/2020,1:00,289,3.3,9,1.3,1.0,H
40845,13/01/2020,2:00,281,3.4,10,1.2,1.0,H
40845,13/01/2020,3:00,168,2.3,39,0.7,1.0,H
40845,13/01/2020,4:00,246,1.3,51,0.8,1.0,H
40845,13/01/2020,5:00,31,1.2,60,0.5,1.0,H
40845,13/01/2020,6:00,26,1.0,49,0.5,1.0,H
40845,13/01/2020,7:00,263,1.2,48,1,1.0,H
40845,13/01/2020,8:00,100,1.3,50,1,1.0,H
40845,13/01/2020,9:00,161,2.6,88,1.1,1.0,H
40845,13/01/2020,10:00,156,2.4,33,1.1,1.0,H
40845,13/01/2020,11:00,151,3.3,42,1.4,1.0,H
40845,13/01/2020,12:00,143,4.2,17,1.2,1.0,H
40845,13/01/2020,13:00,127,3.6,24,1.2,1.0,H
40845,13/01/2020,14:00,143,3.9,23,1.6,1.0,H
40845,13/01/2020,15:00,147,4.2,37,1.4,1.0,H
40845,13/01/2020,16:00,146,4.8,16,1.4,1.0,H
40845,13/01/2020,17:00,151,4.4,18,1.3,1.0,H
40845,13/01/2020,18:00,160,4.5,16,1.3,1.0,H
40845,13/01/2020,19:00,151,3.7,17,1.1,1.0,H
40845,13/01/2020,20:00,151,2.7,18,1,1.0,H
40845,13/01/2020,21:00,149,2.2,19,0.8,1.0,H
40845,13/01/2020,22:00,176,1.9,16,0.7,1.0,H
40845,13/01/2020,23:00,282,1.2,40,0.6,1.0,H
40845,14/01/2020,0:00,341,0.7,56,0.4,1.0,H
40845,14/01/2020,1:00,301,1.1,10,0.3,1.0,H
40845,14/01/2020,2:00,346,1.0,21,0.4,1.0,H
40845,14/01/2020,3:00,338,1.0,11,0.3,1.0,H
40845,14/01/2020,4:00,302,1.0,45,0.4,1.0,H
40845,14/01/2020,5:00,331,0.9,20,0,1.0,H
40845,14/01/2020,6:00,102,0.9,42,0.5,1.0,H
40845,14/01/2020,7:00,101,0.4,59,0.3,1.0,H
40845,14/01/2020,8:00,135,0.8,63,0.5,1.0,H
40845,14/01/2020,9:00,37,1.3,39,0.7,1.0,H
40845,14/01/2020,10:00,137,1.3,65,0.8,1.0,H
40845,14/01/2020,11:00,150,2.3,26,1,1.0,H
40845,14/01/2020,12:00,152,2.7,29,1.1,1.0,H
40845,14/01/2020,13:00,170,3.2,27,1.1,1.0,H
40845,14/01/2020,14:00,150,3.1,24,1,1.0,H
40845,14/01/2020,15:00,149,3.8,22,1.1,1.0,H
40845,14/01/2020,16:00,163,3.7,20,1.3,1.0,H
40845,14/01/2020,17:00,156,3.6,19,1.3,1.0,H
40845,14/01/2020,18:00,151,3.4,17,1.1,1.0,H
40845,14/01/2020,19:00,163,3.5,17,1.1,1.0,H
40845,14/01/2020,20:00,157,3.1,18,1.3,1.0,H
40845,14/01/2020,21:00,142,2.2,12,0.7,1.0,H
40845,14/01/2020,22:00,204,1.1,33,0.6,1.0,H
40845,14/01/2020,23:00,130,0.8,48,0.5,1.0,H
40845,15/01/2020,0:00,150,1.1,22,0.4,1.0,H
40845,15/01/2020,1:00,220,1.1,21,0.3,1.0,H
40845,15/01/2020,2:00,294,1.1,23,0.5,1.0,H
40845,15/01/2020,3:00,182,1.2,34,0.5,1.0,H
40845,15/01/2020,4:00,331,0.9,32,0.4,1.0,H
40845,15/01/2020,5:00,7,0.6,60,0.4,1.0,H
40845,15/01/2020,6:00,230,0.7,27,0.3,1.0,H
40845,15/01/2020,7:00,195,1.0,23,0.5,1.0,H
40845,15/01/2020,8:00,237,1.5,32,0.6,1.0,H
40845,15/01/2020,9:00,146,1.4,85,0.7,1.0,H
40845,15/01/2020,10:00,267,1.2,57,0.7,1.0,H
40845,15/01/2020,11:00,252,1.3,67,0.8,1.0,H
40845,15/01/2020,12:00,194,2.0,33,1,1.0,H
40845,15/01/2020,13:00,184,2.8,27,1.1,1.0,H
40845,15/01/2020,14:00,171,3.2,28,1.3,1.0,H
40845,15/01/2020,15:00,159,3.6,21,1.4,1.0,H
40845,15/01/2020,16:00,158,3.7,20,1.2,1.0,H
40845,15/01/2020,17:00,150,3.8,17,1.1,1.0,H
40845,15/01/2020,18:00,143,4.1,16,1.3,1.0,H
40845,15/01/2020,19:00,148,3.5,12,1,1.0,H
40845,15/01/2020,20:00,178,2.2,18,0.8,1.0,H
40845,15/01/2020,21:00,182,2.2,15,0.8,1.0,H
40845,15/01/2020,22:00,236,1.6,24,0.7,1.0,H
40845,15/01/2020,23:00,245,1.4,20,0.6,1.0,H
40845,16/01/2020,0:00,224,0.8,60,0.4,1.0,H
40845,16/01/2020,1:00,320,0.8,27,0.4,1.0,H
40845,16/01/2020,2:00,318,0.9,49,0.4,1.0,H
40845,16/01/2020,3:00,339,0.9,21,0.4,1.0,H
40845,16/01/2020,4:00,327,0.7,59,0.4,1.0,H
40845,16/01/2020,5:00,50,0.5,84,0.3,1.0,H
40845,16/01/2020,6:00,332,0.4,38,0.3,1.0,H
40845,16/01/2020,7:00,94,0.4,58,0.4,1.0,H
40845,16/01/2020,8:00,161,0.5,80,0.3,1.0,H
40845,16/01/2020,9:00,140,0.7,93,0.5,1.0,H
40845,16/01/2020,10:00,174,1.0,61,0.5,1.0,H
40845,16/01/2020,11:00,161,1.5,73,0.8,1.0,H
40845,16/01/2020,12:00,178,2.6,31,1,1.0,H
40845,16/01/2020,13:00,157,3.5,19,1.1,1.0,H
40845,16/01/2020,14:00,150,3.5,22,1.3,1.0,H
40845,16/01/2020,15:00,172,3.7,25,1.3,1.0,H
40845,16/01/2020,16:00,160,4.0,21,1.1,1.0,H
40845,16/01/2020,17:00,162,4.0,19,1.3,1.0,H
40845,16/01/2020,18:00,143,3.4,18,1.1,1.0,H
40845,16/01/2020,19:00,154,3.4,19,1.1,1.0,H
40845,16/01/2020,20:00,141,3.0,12,0.7,1.0,H
40845,16/01/2020,21:00,140,3.0,10,0.7,1.0,H
40845,16/01/2020,22:00,143,2.0,29,0.9,1.0,H
40845,16/01/2020,23:00,122,1.7,15,0.7,1.0,H
40845,17/01/2020,0:00,167,1.2,24,0.5,1.0,H
40845,17/01/2020,1:00,287,0.8,55,0.4,1.0,H
40845,17/01/2020,2:00,273,1.2,11,0.4,1.0,H
40845,17/01/2020,3:00,320,1.0,11,0.4,1.0,H
40845,17/01/2020,4:00,248,0.7,25,0.3,1.0,H
40845,17/01/2020,5:00,244,0.6,37,0.3,1.0,H
40845,17/01/2020,6:00,65,0.5,55,0,1.0,H
40845,17/01/2020,7:00,147,0.6,57,0.4,1.0,H
40845,17/01/2020,8:00,88,0.7,67,0.5,1.0,H
40845,17/01/2020,9:00,156,1.2,54,0.9,1.0,H
40845,17/01/2020,10:00,132,1.8,38,0.8,1.0,H
40845,17/01/2020,11:00,150,2.1,53,0.9,1.0,H
40845,17/01/2020,12:00,162,2.4,37,1.1,1.0,H
40845,17/01/2020,13:00,150,2.5,29,0.9,1.0,H
40845,17/01/2020,14:00,161,2.5,34,1.1,1.0,H
40845,17/01/2020,15:00,144,3.0,26,1.5,1.0,H
40845,17/01/2020,16:00,145,4.3,13,1.2,1.0,H
40845,17/01/2020,17:00,145,4.4,14,1.2,1.0,H
40845,17/01/2020,18:00,168,3.8,20,1.1,1.0,H
40845,17/01/2020,19:00,162,2.9,18,1.1,1.0,H
40845,17/01/2020,20:00,156,2.3,15,0.8,1.0,H
40845,17/01/2020,21:00,228,1.6,26,0.6,1.0,H
40845,17/01/2020,22:00,185,1.1,39,0.5,1.0,H
40845,17/01/2020,23:00,215,0.6,49,0.4,1.0,H
40845,18/01/2020,0:00,352,1.2,27,0.5,1.0,H
40845,18/01/2020,1:00,243,0.8,53,0.4,1.0,H
40845,18/01/2020,2:00,4,1.2,98,0.5,1.0,H
40845,18/01/2020,3:00,307,0.9,78,0.4,1.0,H
40845,18/01/2020,4:00,271,1.0,38,0.5,1.0,H
40845,18/01/2020,5:00,301,0.8,69,0.4,1.0,H
40845,18/01/2020,6:00,4,0.9,45,0.7,1.0,H
40845,18/01/2020,7:00,18,0.5,67,0.3,1.0,H
40845,18/01/2020,8:00,15,0.5,71,0.4,1.0,H
40845,18/01/2020,9:00,87,1.3,68,0.8,1.0,H
40845,18/01/2020,10:00,136,1.2,45,0.6,1.0,H
40845,18/01/2020,11:00,226,1.2,61,0.7,1.0,H
40845,18/01/2020,12:00,111,1.5,66,0.7,1.0,H
40845,18/01/2020,13:00,100,3.0,29,1.3,1.0,H
40845,18/01/2020,14:00,183,2.4,58,1.1,1.0,H
40845,18/01/2020,15:00,149,3.3,25,1.4,1.0,H
40845,18/01/2020,16:00,139,4.2,12,1.2,1.0,H
40845,18/01/2020,17:00,146,3.0,17,1,1.0,H
40845,18/01/2020,18:00,144,2.9,13,1,1.0,H
40845,18/01/2020,19:00,156,1.9,14,0.7,1.0,H
40845,18/01/2020,20:00,182,1.6,17,0.5,1.0,H
40845,18/01/2020,21:00,190,2.1,17,0.8,1.0,H
40845,18/01/2020,22:00,226,2.0,14,0.6,1.0,H
40845,18/01/2020,23:00,231,2.0,14,0.7,1.0,H
40845,19/01/2020,0:00,259,2.3,9,0.7,1.0,H
40845,19/01/2020,1:00,324,1.4,21,0.4,1.0,H
40845,19/01/2020,2:00,339,1.0,29,0.4,1.0,H
40845,19/01/2020,3:00,328,1.0,16,0.5,1.0,H
40845,19/01/2020,4:00,25,1.0,21,0.4,1.0,H
40845,19/01/2020,5:00,353,0.9,67,0.3,1.0,H
